sr_code,name,email,password,birthdate,gender,civil_status,scholar,working_student,activities,transportation,accommodation,characteristics,interest,subjects_enrolled,year_started,year_level,target_gwa,learning_style,attended_seminars
21-55436,Brooke Warren,21-55436@g.batstate-u.edu.ph,suD+.y(3N_,2003-03-06,Female,Single,False,False,False,Bus,Dormitory,"Careful, Adaptable, Ambitious, Diligent, Punctual, Cooperative","Travel, Yoga","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1,"Logical / Patterns, Visual, Auditory, Social, Intuitive",3
19-63758,Mary Harris,19-63758@g.batstate-u.edu.ph,qfo?F_76X,2001-01-05,Female,Single,True,False,False,Bus,With Family,"Responsible, Creative, Witty, Punctual","Sports, Games, Reading Books","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Intuitive, Visual, Read/Write, Auditory",0
19-02257,Elizabeth Caro,19-02257@g.batstate-u.edu.ph,d8.SVCCk,2001-04-06,Female,Single,True,False,False,Bus,With Family,"Adventurous, Consitent, Witty, Analytical","Travel, Dancing","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.5,"Auditory, Social, Intuitive, Logical / Patterns",5
22-19282,Julia Reid,22-19282@g.batstate-u.edu.ph,6St6qfk>,2004-06-24,Female,Single,True,False,False,Bus,With Family,"Ambitious, Persistent, Analytical, Adaptable, Alert, Creative","Reading Books, Art","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1,"Social, Read/Write, Intuitive, Kinaesthetic / Hands-on, Visual, Logical / Patterns",5
20-61439,Roxane Kelly,20-61439@g.batstate-u.edu.ph,!0U1nYdL,2002-01-30,Female,Single,True,True,True,Private Car / Taxi,Dormitory,"Confident, Cooperative, Careful, Analytical, Witty","Programming, Music, Art","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,2,"Kinaesthetic / Hands-on, Auditory, Read/Write, Visual, Intuitive",3
21-58280,Theresa Hilsinger,21-58280@g.batstate-u.edu.ph,f4k)M0L.w7,2002-02-09,Female,Single,True,False,False,Bus,Other,"Adaptable, Consitent, Self-Disciplined, Careful, Diligent, Witty","Food, Yoga","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1,"Intuitive, Read/Write, Logical / Patterns, Visual",4
21-79564,Maria Davis,21-79564@g.batstate-u.edu.ph,"w1Q,8lC!y",2002-06-15,Female,Single,False,False,True,Bus,Apartment,"Adventurous, Careful, Witty, Honest, Persistent","Sports, Food, Art","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,2,"Intuitive, Visual, Logical / Patterns, Social, Read/Write, Kinaesthetic / Hands-on",8
22-31033,Anthony Mai,22-31033@g.batstate-u.edu.ph,u!ThZd8bm,2003-03-30,Male,Single,False,False,False,Other,With Family,"Punctual, Honest, Adventurous","Games, Yoga","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.25,"Kinaesthetic / Hands-on, Auditory, Visual, Read/Write, Social, Logical / Patterns",1
19-14133,Michael Haley,19-14133@g.batstate-u.edu.ph,M$1#*beo>w,2001-05-28,Male,Married,True,False,False,Private Car / Taxi,Dormitory,"Responsible, Obedient, Alert","Sports, Food, Games","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1,"Social, Read/Write, Visual",9
19-76816,Alex Barnes,19-76816@g.batstate-u.edu.ph,Uy>tDT+9,1999-06-06,Male,Married,False,False,False,Other,With Family,"Punctual, Creative, Cooperative, Confident, Diligent","Food, Volunteering","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.25,"Intuitive, Read/Write, Auditory, Kinaesthetic / Hands-on",6
20-51222,Alva Mattern,20-51222@g.batstate-u.edu.ph,8+^.D?cu,2000-07-03,Female,Single,False,False,True,Bus,Apartment,"Punctual, Consitent, Adventurous, Obedient, Confident","Programming, Sports","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1.25,"Intuitive, Logical / Patterns, Kinaesthetic / Hands-on, Visual",1
19-00351,Willie Broadbent,19-00351@g.batstate-u.edu.ph,ToEj)!<3J,1999-12-10,Female,Single,False,False,False,Bus,With Family,"Analytical, Responsible, Creative","Reading Books, Travel, Games","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Social, Intuitive, Logical / Patterns, Read/Write",0
20-52781,Ronald Benton,20-52781@g.batstate-u.edu.ph,93a0iBy8-x,2000-01-15,Male,Single,True,True,False,Bus,With Family,"Punctual, Ambitious, Creative, Diligent","Volunteering, Yoga, Art","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1,"Visual, Auditory",8
22-79859,Alyssa Lopresti,22-79859@g.batstate-u.edu.ph,h&^LcRJ5Y^,2002-05-22,Female,Single,False,False,False,Bus,Apartment,"Self-Disciplined, Obedient, Confident, Consitent, Analytical","Reading Books, Travel","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1,"Logical / Patterns, Kinaesthetic / Hands-on, Social, Auditory, Intuitive, Read/Write",2
21-58740,Lindsay Compton,21-58740@g.batstate-u.edu.ph,BeXS<L3V,2002-03-05,Female,Married,True,False,False,Bus,Dormitory,"Adaptable, Confident, Creative, Obedient","Reading Books, Games","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Logical / Patterns, Visual, Social, Auditory",1
22-33385,Sandra Wesley,22-33385@g.batstate-u.edu.ph,du->Plt_9S,2003-05-06,Female,Single,True,False,False,Bus,Dormitory,"Creative, Honest, Confident","Food, Sports, Yoga","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Intuitive, Kinaesthetic / Hands-on, Visual, Logical / Patterns",3
21-46836,Amy Rezentes,21-46836@g.batstate-u.edu.ph,"99pG2M,oJe",2003-01-06,Female,Single,False,False,False,Private Car / Taxi,Dormitory,"Obedient, Persistent, Responsible","Music, Art, Programming","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1,"Kinaesthetic / Hands-on, Social",0
19-57111,Tamara Lee,19-57111@g.batstate-u.edu.ph,D)4^ab=+k,1999-12-22,Female,Single,False,False,False,Private Car / Taxi,Apartment,"Analytical, Creative, Responsible, Ambitious","Volunteering, Travel","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Social, Read/Write, Logical / Patterns, Auditory, Intuitive",7
20-97067,Patrick Summerlin,20-97067@g.batstate-u.edu.ph,"9_,+z4OrI",2002-01-10,Male,Single,False,True,False,Private Car / Taxi,Dormitory,"Creative, Ambitious, Consitent, Adventurous, Confident, Alert","Reading Books, Music, Dancing, Travel","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,2,"Logical / Patterns, Kinaesthetic / Hands-on, Visual",3
21-44018,Natasha Shaw,21-44018@g.batstate-u.edu.ph,$$8d7MU4,2003-11-24,Female,Married,False,True,False,Private Car / Taxi,With Family,"Confident, Analytical, Alert, Cooperative, Self-Disciplined","Photography, Dancing, Sports, Programming","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1,"Intuitive, Auditory, Read/Write",9
21-03736,Patricia Mcilvain,21-03736@g.batstate-u.edu.ph,JF%4$Dqf^,2003-08-17,Female,Single,False,False,False,Other,Apartment,"Confident, Adventurous, Witty, Careful, Self-Disciplined","Travel, Photography, Volunteering","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1,"Logical / Patterns, Visual, Kinaesthetic / Hands-on",0
22-93879,Tamica Gran,22-93879@g.batstate-u.edu.ph,Me&5g%QDB,2003-12-23,Female,Single,True,False,True,Private Car / Taxi,Dormitory,"Consitent, Confident, Creative","Yoga, Reading Books","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Auditory, Logical / Patterns, Read/Write",2
19-93969,Kathern Omalley,19-93969@g.batstate-u.edu.ph,_2KF%n*iIF,1999-09-15,Female,Married,False,False,True,Private Car / Taxi,Apartment,"Persistent, Responsible, Honest","Reading Books, Volunteering, Music, Art","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.25,"Logical / Patterns, Visual",2
19-80537,Eloy Riedl,19-80537@g.batstate-u.edu.ph,$MpLMl6u,2001-08-29,Male,Single,True,False,False,Bus,Apartment,"Creative, Alert, Adaptable, Responsible, Diligent, Confident","Food, Reading Books, Yoga, Volunteering","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1,"Intuitive, Social, Auditory, Logical / Patterns, Visual, Kinaesthetic / Hands-on",0
21-30536,Sandra Francis,21-30536@g.batstate-u.edu.ph,Ak>u(45Ff,2001-10-06,Female,Single,True,True,False,Private Car / Taxi,Dormitory,"Consitent, Diligent, Careful","Sports, Yoga","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,2,"Read/Write, Kinaesthetic / Hands-on, Visual, Auditory",7
21-44483,Charles Genther,21-44483@g.batstate-u.edu.ph,wqG0wBoes.,2002-09-25,Male,Single,True,False,True,Bus,Dormitory,"Diligent, Cooperative, Obedient, Adventurous, Careful, Honest","Yoga, Volunteering, Games","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1,"Logical / Patterns, Auditory",2
20-29015,Susan Smith,20-29015@g.batstate-u.edu.ph,51y68wdE+,2001-12-16,Female,Single,True,True,False,Bus,Other,"Responsible, Consitent, Ambitious, Persistent","Volunteering, Programming","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.5,"Kinaesthetic / Hands-on, Auditory, Intuitive, Logical / Patterns, Visual, Social",2
19-29401,Raymond Houston,19-29401@g.batstate-u.edu.ph,N44og=rE,2000-09-25,Male,Single,True,False,True,Bus,Apartment,"Self-Disciplined, Persistent, Adaptable, Alert","Reading Books, Games, Music","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,2,"Kinaesthetic / Hands-on, Read/Write, Intuitive, Auditory, Social, Visual",0
19-65740,Michael Cameron,19-65740@g.batstate-u.edu.ph,1MWv)MxN,1999-12-16,Male,Single,True,False,True,Private Car / Taxi,With Family,"Self-Disciplined, Confident, Cooperative, Ambitious","Programming, Games","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Read/Write, Logical / Patterns, Visual, Auditory, Kinaesthetic / Hands-on, Social",9
22-98440,Lillian Knight,22-98440@g.batstate-u.edu.ph,J2w^Xaa-,2002-05-15,Female,Single,True,False,False,Bus,Dormitory,"Careful, Ambitious, Adventurous, Honest","Reading Books, Travel","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,2,"Intuitive, Kinaesthetic / Hands-on, Visual",10
19-03908,Barry Petrash,19-03908@g.batstate-u.edu.ph,d3BZVOd5),1999-09-09,Male,Single,True,False,True,Bus,Dormitory,"Adventurous, Creative, Careful, Confident, Adaptable","Reading Books, Music, Sports, Yoga","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Auditory, Intuitive, Logical / Patterns, Social",9
19-43720,Thomas Dawson,19-43720@g.batstate-u.edu.ph,8=KX48eh#,2001-02-07,Male,Single,True,False,False,Private Car / Taxi,Dormitory,"Self-Disciplined, Responsible, Honest, Cooperative, Witty, Careful","Yoga, Games, Reading Books, Photography","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,2,"Read/Write, Kinaesthetic / Hands-on",9
22-80791,Shirley Gutierrez,22-80791@g.batstate-u.edu.ph,C4DBTc*)xg,2003-12-12,Female,Single,True,False,False,Private Car / Taxi,Dormitory,"Analytical, Diligent, Self-Disciplined, Responsible, Adventurous, Alert","Music, Volunteering","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1,"Visual, Logical / Patterns, Intuitive, Social",5
20-83713,Brenda Faulds,20-83713@g.batstate-u.edu.ph,sRy3(-F#,2001-07-16,Female,Married,True,False,False,Private Car / Taxi,With Family,"Alert, Obedient, Adventurous, Diligent","Games, Art, Dancing, Photography","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.5,"Kinaesthetic / Hands-on, Auditory, Read/Write, Intuitive",1
22-56772,Jeffrey Chew,22-56772@g.batstate-u.edu.ph,$rQZZM1+ie,2002-01-11,Male,Single,False,False,False,Bus,With Family,"Adaptable, Persistent, Honest","Reading Books, Food","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Kinaesthetic / Hands-on, Intuitive, Visual",4
20-56226,James Smith,20-56226@g.batstate-u.edu.ph,edrcUsg4?,2001-04-06,Male,Married,True,False,False,Bus,Dormitory,"Careful, Obedient, Cooperative","Yoga, Volunteering, Travel, Photography","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,2,"Visual, Read/Write",10
22-73974,Madonna Morales,22-73974@g.batstate-u.edu.ph,&N#jx9ecM,2003-04-26,Female,Single,True,False,False,Bus,With Family,"Cooperative, Creative, Diligent","Reading Books, Sports","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1,"Visual, Kinaesthetic / Hands-on, Intuitive, Read/Write, Social, Logical / Patterns",8
19-41964,Christopher Wyatt,19-41964@g.batstate-u.edu.ph,9Mbid=iS4,2001-01-12,Male,Single,False,False,False,Private Car / Taxi,Dormitory,"Creative, Witty, Careful","Yoga, Sports","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.25,"Intuitive, Auditory, Visual",3
21-93360,Marguerite Zuniga,21-93360@g.batstate-u.edu.ph,t7p$%RMS5i,2001-07-22,Female,Single,True,False,False,Private Car / Taxi,Dormitory,"Adventurous, Adaptable, Responsible, Obedient, Cooperative, Analytical","Sports, Programming","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Auditory, Intuitive, Logical / Patterns, Read/Write",9
22-83357,Natasha Taylor,22-83357@g.batstate-u.edu.ph,1c6rb14G-,2003-10-09,Female,Single,True,False,False,Bus,Other,"Adaptable, Self-Disciplined, Consitent, Persistent","Reading Books, Food","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.5,"Auditory, Visual, Social, Read/Write, Intuitive",0
22-79517,Luis Mendoza,22-79517@g.batstate-u.edu.ph,EMtgK-0(D,2003-05-15,Male,Married,False,False,False,Bus,Apartment,"Punctual, Self-Disciplined, Creative, Alert, Diligent, Adaptable","Volunteering, Yoga, Dancing","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.5,"Read/Write, Social",9
21-58990,Anne Moore,21-58990@g.batstate-u.edu.ph,juplOc.X<1,2001-06-14,Female,Single,False,False,False,Bus,Dormitory,"Adventurous, Careful, Obedient","Travel, Sports, Food, Reading Books","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Intuitive, Auditory, Social, Kinaesthetic / Hands-on",9
22-06075,Matthew Fogarty,22-06075@g.batstate-u.edu.ph,DAYg+6z>0E,2004-11-14,Male,Single,False,False,False,Bus,Dormitory,"Careful, Punctual, Creative","Programming, Travel, Food, Games","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.5,"Auditory, Read/Write",0
22-22195,Gregory Dellapenna,22-22195@g.batstate-u.edu.ph,j2((7lVy,2002-07-15,Male,Single,True,True,False,Private Car / Taxi,With Family,"Adventurous, Responsible, Obedient, Confident","Photography, Food, Programming, Travel","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.25,"Logical / Patterns, Intuitive, Read/Write",4
20-56247,Christy Bushman,20-56247@g.batstate-u.edu.ph,qoQC%LV0w,2001-03-10,Female,Single,True,False,False,Bus,Apartment,"Confident, Creative, Punctual, Ambitious, Adaptable","Travel, Dancing","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.25,"Logical / Patterns, Intuitive, Auditory, Visual",3
21-87507,Anna Maner,21-87507@g.batstate-u.edu.ph,Xhfi%0ojMa,2002-05-11,Female,Single,True,False,False,Private Car / Taxi,With Family,"Witty, Cooperative, Careful, Analytical, Alert","Dancing, Travel, Photography, Games","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.25,"Kinaesthetic / Hands-on, Auditory",2
20-92557,Karen White,20-92557@g.batstate-u.edu.ph,lmV&I$qZ6,2001-08-25,Female,Single,False,False,True,Private Car / Taxi,Dormitory,"Analytical, Obedient, Adventurous, Cooperative, Honest","Games, Programming, Food","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.5,"Visual, Auditory",7
21-04630,Heather Back,21-04630@g.batstate-u.edu.ph,mnVg9+joB>,2003-06-04,Female,Single,False,False,False,Bus,With Family,"Self-Disciplined, Analytical, Honest","Yoga, Programming, Travel","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.5,"Read/Write, Kinaesthetic / Hands-on, Intuitive, Visual, Social, Auditory",3
19-34214,Tanya Denton,19-34214@g.batstate-u.edu.ph,hIq4DA0B<,2001-04-05,Female,Single,True,False,True,Bus,Other,"Punctual, Cooperative, Consitent, Diligent","Music, Dancing, Photography, Games","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.25,"Social, Visual, Kinaesthetic / Hands-on, Logical / Patterns, Auditory",3
22-81959,Jeremy Dupree,22-81959@g.batstate-u.edu.ph,U^8SZaEq,2002-04-30,Male,Single,True,False,False,Other,Dormitory,"Adaptable, Confident, Punctual, Consitent, Analytical","Travel, Food, Art, Dancing","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,2,"Logical / Patterns, Read/Write, Visual",10
19-94330,Pamela Morgan,19-94330@g.batstate-u.edu.ph,7HQm^PWFT,1999-03-13,Female,Single,False,True,False,Private Car / Taxi,Dormitory,"Responsible, Self-Disciplined, Witty, Ambitious","Reading Books, Yoga, Sports, Food","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.5,"Intuitive, Visual, Logical / Patterns, Social, Auditory",6
20-40635,James Parmer,20-40635@g.batstate-u.edu.ph,91KQpk=oi,2000-06-30,Male,Single,True,False,False,Other,Dormitory,"Confident, Responsible, Analytical, Alert, Careful, Honest","Art, Volunteering, Yoga, Reading Books","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,1.5,"Visual, Kinaesthetic / Hands-on",2
19-60593,Lena Pahl,19-60593@g.batstate-u.edu.ph,ey&4Hhz_),1999-12-22,Female,Married,True,False,False,Bus,Dormitory,"Obedient, Witty, Ambitious, Diligent, Alert","Yoga, Food, Reading Books","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Intuitive, Logical / Patterns, Read/Write, Visual, Auditory, Kinaesthetic / Hands-on",10
22-03572,Ronald Hull,22-03572@g.batstate-u.edu.ph,&^^09Zs3(D,2002-04-27,Male,Single,True,False,True,Private Car / Taxi,With Family,"Cooperative, Confident, Adventurous, Punctual, Obedient","Music, Dancing, Travel, Photography","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.5,"Visual, Kinaesthetic / Hands-on",3
20-84768,Margaret Klopfer,20-84768@g.batstate-u.edu.ph,"2MccsB_S_,",2000-07-30,Female,Single,False,True,False,Private Car / Taxi,Dormitory,"Obedient, Self-Disciplined, Consitent, Creative, Persistent, Responsible","Dancing, Volunteering, Photography, Sports","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,1,"Read/Write, Visual, Auditory",5
21-16347,Tracy Smith,21-16347@g.batstate-u.edu.ph,Lu^m!)7QP9,2001-08-28,Female,Single,False,False,False,Bus,Apartment,"Creative, Punctual, Consitent, Witty, Alert, Cooperative","Games, Dancing, Travel","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.25,"Read/Write, Logical / Patterns",7
22-30895,Amanda Hinkel,22-30895@g.batstate-u.edu.ph,"B6,kPif1?M",2003-08-24,Female,Single,True,False,False,Private Car / Taxi,With Family,"Analytical, Witty, Ambitious, Adventurous, Creative","Food, Volunteering, Art","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1,"Social, Logical / Patterns, Auditory",10
22-26292,Gregory Rosario,22-26292@g.batstate-u.edu.ph,6_CO(!^5w4,2002-07-21,Male,Married,True,False,False,Private Car / Taxi,Apartment,"Punctual, Careful, Analytical, Adventurous","Yoga, Music","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1,"Visual, Kinaesthetic / Hands-on, Intuitive, Social, Auditory",10
20-55949,Brian Todd,20-55949@g.batstate-u.edu.ph,8dSN_TTPR,2001-12-25,Male,Single,True,False,False,Private Car / Taxi,Dormitory,"Diligent, Adventurous, Adaptable, Careful, Ambitious","Games, Programming, Yoga, Reading Books","CS 321, CS 322, CS 324, Math 409, GEd 103, NTT 404",2020,Third Year,2,"Auditory, Kinaesthetic / Hands-on",1
19-35963,Judy Schultz,19-35963@g.batstate-u.edu.ph,xb.1&%haS,1999-06-06,Female,Single,False,False,True,Bus,Dormitory,"Adaptable, Ambitious, Consitent","Programming, Volunteering, Food, Photography","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1.25,"Read/Write, Kinaesthetic / Hands-on",1
22-76271,Robert Johnson,22-76271@g.batstate-u.edu.ph,R_PIpr19EI,2002-09-10,Male,Single,True,False,True,Bus,With Family,"Ambitious, Cooperative, Responsible, Adventurous, Adaptable, Careful","Dancing, Art, Reading Books","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.25,"Logical / Patterns, Kinaesthetic / Hands-on",7
20-21097,William Dubois,20-21097@g.batstate-u.edu.ph,Ffp94>VG3,2002-08-28,Male,Single,False,True,False,Bus,Apartment,"Obedient, Ambitious, Analytical","Music, Programming","CS 311, CS 312, IT 321, IT 314, IT 331, Math 408, GEd 104",2020,Third Year,2,"Auditory, Logical / Patterns, Social",5
21-18031,Lois Bachtold,21-18031@g.batstate-u.edu.ph,5f>x0O+t+,2002-08-24,Female,Single,True,False,False,Bus,Apartment,"Creative, Careful, Obedient, Responsible, Consitent","Music, Food","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Visual, Intuitive",9
21-81330,Kelly Baker,21-81330@g.batstate-u.edu.ph,P<i$_2gp,2002-12-12,Male,Single,True,False,False,Bus,Other,"Confident, Creative, Alert, Cooperative, Adventurous, Ambitious","Photography, Reading Books, Games","CS 211, CS 212, IT 211, IT 212, Phy 101, CpE 405, GEd 109, PE 103",2021,Second Year,1.5,"Visual, Auditory, Read/Write, Intuitive",2
22-99955,Elliot Neill,22-99955@g.batstate-u.edu.ph,"DTq5b=n,",2002-03-28,Male,Single,False,False,False,Private Car / Taxi,With Family,"Adventurous, Consitent, Responsible, Persistent, Punctual","Food, Reading Books, Music, Sports","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.5,"Kinaesthetic / Hands-on, Intuitive, Read/Write, Auditory, Social",1
19-27895,Roy Perez,19-27895@g.batstate-u.edu.ph,W?qjE1b6p,2000-06-17,Male,Single,False,False,False,Private Car / Taxi,With Family,"Ambitious, Punctual, Alert, Responsible","Art, Games","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Read/Write, Logical / Patterns, Visual, Auditory",9
19-64737,Diana Teague,19-64737@g.batstate-u.edu.ph,BM0rWb0&zn,2000-07-09,Female,Single,True,False,False,Private Car / Taxi,With Family,"Careful, Self-Disciplined, Creative, Ambitious, Cooperative, Confident","Games, Reading Books, Volunteering","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,2,"Intuitive, Auditory",8
21-82868,John Newton,21-82868@g.batstate-u.edu.ph,1W9(m.Ia0W,2003-12-26,Male,Single,True,False,False,Bus,Other,"Alert, Careful, Obedient","Travel, Games, Photography, Sports","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,1.25,"Auditory, Kinaesthetic / Hands-on, Logical / Patterns, Visual, Social",7
21-19532,Nicole Wong,21-19532@g.batstate-u.edu.ph,I%Q6jx*u,2002-04-09,Female,Married,True,True,True,Bus,With Family,"Persistent, Honest, Analytical","Dancing, Programming, Games","CS 221, CS 222, IT 221, GEd 106, GEd 107, ES 101, ENGG 414, PE 104",2021,Second Year,2,"Kinaesthetic / Hands-on, Read/Write, Logical / Patterns, Social, Auditory",1
19-54220,Andrew Borges,19-54220@g.batstate-u.edu.ph,HNnZ2m<K,1999-10-29,Male,Single,True,False,False,Bus,Dormitory,"Punctual, Persistent, Confident, Witty, Careful","Photography, Programming, Yoga","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,1,"Visual, Auditory, Social",9
22-93136,Brian Brown,22-93136@g.batstate-u.edu.ph,"^FQ8h_vh,",2003-04-16,Male,Single,False,False,True,Private Car / Taxi,Dormitory,"Punctual, Confident, Self-Disciplined","Reading Books, Music","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,2,"Social, Intuitive, Visual, Auditory, Kinaesthetic / Hands-on",1
19-30659,Brenda Randazzo,19-30659@g.batstate-u.edu.ph,?D<ci63$Z,2000-07-06,Female,Single,False,False,False,Bus,With Family,"Cooperative, Witty, Alert, Adaptable, Obedient","Games, Travel","CS 421, CS 422, CS 423, IT 323, ENGG 405, CS 425",2019,Fourth Year,2,"Read/Write, Auditory, Visual",4
22-81183,Dewey Horton,22-81183@g.batstate-u.edu.ph,4>!i0+L-q,2004-06-19,Male,Single,False,True,False,Bus,With Family,"Alert, Responsible, Obedient, Careful, Consitent, Punctual","Art, Travel, Yoga","IT 111, CS 111, Fili 101, GEd 101, GEd 102, Math 111, PE 101",2022,First Year,1.25,"Kinaesthetic / Hands-on, Visual, Auditory, Logical / Patterns",3
19-96490,Helen Cook,19-96490@g.batstate-u.edu.ph,(EuURj71,2001-04-01,Female,Single,False,False,False,Private Car / Taxi,With Family,"Responsible, Consitent, Analytical","Music, Sports","CS 411, CS 412, CS 413, CS 414, CS 415, CS 424",2019,Fourth Year,1.5,"Logical / Patterns, Intuitive, Visual, Kinaesthetic / Hands-on, Social",7
22-23533,Beverly Redford,22-23533@g.batstate-u.edu.ph,4$N$Wh&+,2002-04-17,Female,Single,True,False,False,Bus,With Family,"Cooperative, Consitent, Careful, Analytical, Honest, Responsible","Yoga, Music, Sports","CS 121, Fili 102, GEd 105, GEd 108, Math 401, Math 407, PE 102",2022,First Year,1.5,"Kinaesthetic / Hands-on, Intuitive, Logical / Patterns, Read/Write",9
